customer_no,num_stb_last_5_years,num_yrs_donor,num_yrs_sub,num_yrs_stb,Donor_Category
3243658,1,1,0,1,Under-Patron
3243720,2,1,0,1,Under-Patron
3243744,1,1,0,1,Under-Patron
46458,21,7,10,11,Under-Patron
3243855,4,1,0,1,Under-Patron
3243878,1,1,0,1,Under-Patron
3243888,1,1,0,1,Under-Patron
3243956,1,1,0,1,Under-Patron
3244033,1,1,0,1,Under-Patron
3244183,1,1,0,1,Under-Patron
3244185,1,1,0,1,Under-Patron
3244212,6,1,0,1,Under-Patron
3244234,1,1,0,1,Under-Patron
3228292,7,2,0,2,Under-Patron
3244452,1,1,0,1,Under-Patron
3244615,1,1,0,1,Under-Patron
3244664,1,1,0,1,Under-Patron
3244712,1,1,0,1,Under-Patron
2223451,2,1,0,2,Under-Patron
3244885,1,1,0,1,Under-Patron
3244923,1,1,2,2,Under-Patron
3244960,1,1,0,1,Under-Patron
3244971,1,1,0,1,Under-Patron
3244980,1,1,0,1,Under-Patron
3245003,1,1,0,1,Under-Patron
3245038,1,1,0,1,Under-Patron
3245054,1,1,0,1,Under-Patron
3245069,3,1,0,2,Under-Patron
3222746,1,3,0,1,Under-Patron
3024344,2,13,0,5,Under-Patron
3245125,1,1,0,1,Under-Patron
3245132,6,1,0,2,Under-Patron
3245179,2,1,0,1,Under-Patron
3245201,1,1,0,1,Under-Patron
3106185,1,2,0,2,Under-Patron
3245324,0,1,1,0,Under-Patron
229261,7,10,9,15,Under-Patron
3245423,2,1,0,3,Under-Patron
3245456,1,1,0,1,Under-Patron
3245566,2,1,0,1,Under-Patron
3245577,1,1,0,1,Under-Patron
3245632,1,1,0,1,Under-Patron
3245645,1,1,0,1,Under-Patron
3245656,1,1,0,1,Under-Patron
3245715,1,1,0,1,Under-Patron
3245813,1,1,0,1,Under-Patron
3245908,1,1,0,1,Under-Patron
171622,1,1,0,2,Under-Patron
119087,1,2,0,1,Under-Patron
3245978,1,1,0,1,Under-Patron
3246000,2,1,0,1,Under-Patron
3246011,2,1,0,1,Under-Patron
3246014,2,1,0,1,Under-Patron
3246027,1,1,0,1,Under-Patron
3246039,1,1,0,1,Under-Patron
3009795,1,1,0,4,Under-Patron
3246151,2,1,0,1,Under-Patron
3246317,1,1,0,1,Under-Patron
3246341,1,1,0,1,Under-Patron
3246356,0,1,0,1,Under-Patron
3246386,1,1,0,1,Under-Patron
3246451,0,1,0,1,Under-Patron
3246490,0,1,0,1,Under-Patron
3246502,0,1,0,1,Under-Patron
3246507,0,1,0,1,Under-Patron
3246572,1,1,0,1,Under-Patron
3246587,0,1,0,1,Under-Patron
3246606,1,1,0,1,Under-Patron
3246607,1,1,0,1,Under-Patron
232764,1,2,0,2,Under-Patron
3246716,3,1,0,1,Under-Patron
3246723,0,1,0,1,Under-Patron
3246792,3,1,0,2,Under-Patron
3246888,1,1,0,1,Under-Patron
3246903,1,1,0,1,Under-Patron
3246925,1,1,0,1,Under-Patron
3112102,5,1,0,4,Under-Patron
3228006,7,1,2,2,Under-Patron
3247021,1,1,0,1,Under-Patron
3247053,2,1,0,1,Under-Patron
3247065,1,1,0,1,Under-Patron
3246989,0,1,0,2,Under-Patron
3247134,0,1,0,1,Under-Patron
3247160,2,1,0,1,Under-Patron
3247187,1,1,0,1,Under-Patron
3247225,1,1,0,1,Under-Patron
3247262,2,1,0,2,Under-Patron
3247312,0,1,0,1,Under-Patron
3247370,1,1,0,1,Under-Patron
3247410,2,1,0,1,Under-Patron
3247430,0,1,0,1,Under-Patron
3247434,0,1,0,1,Under-Patron
3247455,0,1,0,1,Under-Patron
3247516,1,1,0,1,Under-Patron
3247567,0,1,0,1,Under-Patron
3247687,0,1,0,1,Under-Patron
3247695,1,1,0,1,Under-Patron
3247719,1,1,0,1,Under-Patron
3247872,1,1,0,1,Under-Patron
3247873,2,1,0,1,Under-Patron
3247945,1,1,0,1,Under-Patron
3247957,1,1,0,1,Under-Patron
3247982,0,1,0,1,Under-Patron
3248026,2,1,0,1,Under-Patron
3248066,1,1,0,1,Under-Patron
132741,1,1,0,1,Under-Patron
3248329,1,1,0,1,Under-Patron
3248478,1,1,0,1,Under-Patron
3248545,3,1,0,1,Under-Patron
3248572,1,1,0,1,Under-Patron
3248891,1,1,0,1,Under-Patron
3248932,1,1,0,1,Under-Patron
3248988,1,1,0,1,Under-Patron
3249040,0,1,0,1,Under-Patron
3249073,1,1,0,1,Under-Patron
3249099,1,1,0,1,Under-Patron
3249155,1,1,0,1,Under-Patron
3249156,1,1,0,1,Under-Patron
3249176,0,1,0,1,Under-Patron
3249188,1,1,0,1,Under-Patron
3249245,2,1,0,1,Under-Patron
3249306,0,1,0,1,Under-Patron
3249364,2,1,0,1,Under-Patron
3249699,1,1,0,1,Under-Patron
3249741,1,1,0,1,Under-Patron
3249758,1,1,0,1,Under-Patron
3249762,1,1,0,1,Under-Patron
3249838,1,1,0,1,Under-Patron
3249859,1,1,0,1,Under-Patron
3249942,1,1,0,1,Under-Patron
3249944,1,1,0,1,Under-Patron
3250146,0,1,0,1,Under-Patron
3250150,1,1,0,1,Under-Patron
3250289,2,1,0,2,Under-Patron
3250314,1,1,0,1,Under-Patron
3250381,1,1,0,2,Under-Patron
3250490,0,1,0,1,Under-Patron
3250524,0,1,0,1,Under-Patron
3250598,1,1,0,1,Under-Patron
3250613,1,1,0,1,Under-Patron
3250654,2,1,0,1,Under-Patron
3250738,0,1,0,1,Under-Patron
3250775,1,1,0,1,Under-Patron
3250847,1,1,0,1,Under-Patron
3250959,1,1,0,1,Under-Patron
3250969,0,1,0,1,Under-Patron
3250978,1,1,0,1,Under-Patron
3251010,1,1,0,1,Under-Patron
2255757,0,1,0,2,Under-Patron
3251247,0,1,0,1,Under-Patron
198159,8,2,1,4,Under-Patron
3251302,1,1,0,2,Under-Patron
3251328,0,1,0,1,Under-Patron
3251373,0,1,0,1,Under-Patron
3229716,0,2,0,1,Under-Patron
3251456,0,1,0,1,Under-Patron
3251483,0,1,0,1,Under-Patron
3251515,0,1,0,1,Under-Patron
3251547,0,1,0,1,Under-Patron
3251587,0,1,0,1,Under-Patron
136707,0,1,0,1,Under-Patron
3212271,4,2,0,12,Under-Patron
3251856,3,1,0,2,Under-Patron
3251889,1,1,0,1,Under-Patron
3251899,1,1,0,1,Under-Patron
3070865,5,1,1,4,Under-Patron
3252326,1,1,0,1,Under-Patron
3252586,1,1,0,1,Under-Patron
115458,1,1,0,1,Under-Patron
3252676,1,1,0,1,Under-Patron
3252794,2,1,0,1,Under-Patron
3252845,1,1,0,1,Under-Patron
3252916,1,1,0,1,Under-Patron
192664,1,1,0,1,Under-Patron
3253003,2,1,1,2,Under-Patron
3253114,1,1,0,1,Under-Patron
3253119,1,1,0,1,Under-Patron
3253299,1,1,0,1,Under-Patron
3253307,1,1,0,1,Under-Patron
3253368,1,1,0,1,Under-Patron
3072755,2,1,0,2,Under-Patron
3222612,8,2,0,3,Under-Patron
10392,6,1,20,17,Under-Patron
3253640,1,1,0,1,Under-Patron
3253643,1,1,0,1,Under-Patron
3226679,1,3,3,2,Under-Patron
3253711,1,1,0,1,Under-Patron
3253713,1,1,0,1,Under-Patron
118833,4,5,10,7,Under-Patron
219029,9,6,22,20,Under-Patron
3253860,1,1,0,1,Under-Patron
3253903,1,1,0,1,Under-Patron
3253937,1,1,0,1,Under-Patron
3216743,6,2,3,4,Under-Patron
3253974,1,1,0,1,Under-Patron
3254013,1,1,0,1,Under-Patron
3254029,2,1,0,1,Under-Patron
3254042,1,1,0,1,Under-Patron
3209103,6,4,3,4,Under-Patron
3223252,4,1,0,3,Under-Patron
3254139,1,1,0,1,Under-Patron
3231744,2,2,0,1,Under-Patron
1012,5,6,22,16,Patron+
1226,11,22,20,23,Patron+
1406,9,21,22,21,Patron+
1948,8,20,22,18,Patron+
2516,0,15,19,14,Patron+
2712,0,19,19,12,Patron+
2876,5,6,21,20,Patron+
2925,14,18,20,21,Patron+
3112,2,15,22,12,Patron+
3295,8,9,15,14,Patron+
3466,4,18,21,11,Patron+
5192,2,18,19,12,Patron+
7031,13,18,22,21,Patron+
7192,0,20,19,17,Patron+
7272,10,16,22,21,Patron+
9614,16,16,6,17,Patron+
10423,7,22,18,18,Patron+
10500,14,20,22,22,Patron+
12105,0,12,14,14,Patron+
13071,0,9,4,6,Patron+
13107,2,17,17,15,Patron+
13226,4,18,22,18,Patron+
13406,3,21,22,18,Patron+
18401,8,22,22,19,Patron+
20153,22,20,22,22,Patron+
20984,4,21,22,19,Patron+
21189,10,12,22,20,Patron+
29649,12,16,19,18,Patron+
33361,5,3,2,5,Patron+
45402,7,20,21,20,Patron+
49405,21,20,21,22,Patron+
55595,6,6,17,18,Patron+
56385,2,13,1,16,Patron+
88234,3,4,19,9,Patron+
91610,2,20,20,13,Patron+
92030,13,15,14,15,Patron+
95150,15,19,20,21,Patron+
99173,10,17,22,21,Patron+
102132,1,18,15,13,Patron+
104345,19,20,22,21,Patron+
108721,17,7,5,10,Patron+
109023,1,10,0,1,Patron+
109533,19,11,10,11,Patron+
115393,9,16,22,22,Patron+
119424,9,8,8,17,Patron+
120544,5,19,16,16,Patron+
120615,15,21,22,21,Patron+
120626,20,20,22,21,Patron+
120813,18,20,22,20,Patron+
121312,13,12,17,20,Patron+
131872,5,22,22,20,Patron+
135314,11,18,22,21,Patron+
135615,15,14,21,21,Patron+
143653,9,22,22,20,Patron+
156130,16,18,19,21,Patron+
160840,5,18,21,19,Patron+
164397,8,16,18,17,Patron+
174666,9,14,18,7,Patron+
176161,1,16,0,5,Patron+
180465,18,19,22,20,Patron+
182957,14,21,19,22,Patron+
184893,19,20,19,19,Patron+
184986,13,18,22,16,Patron+
193444,1,5,7,8,Patron+
193540,6,15,22,20,Patron+
200209,11,12,21,18,Patron+
203247,4,10,2,8,Patron+
216852,13,16,22,21,Patron+
220401,5,17,20,17,Patron+
221596,14,14,16,16,Patron+
222987,15,10,21,21,Patron+
224465,7,15,18,19,Patron+
225757,5,4,4,6,Patron+
226470,4,21,22,13,Patron+
230524,7,11,17,16,Patron+
231415,7,13,17,13,Patron+
232422,2,12,13,8,Patron+
234869,5,18,18,11,Patron+
239830,8,15,18,18,Patron+
243279,11,18,18,17,Patron+
248896,1,14,22,21,Patron+
251253,2,22,22,15,Patron+
252160,13,11,11,15,Patron+
500970,11,12,15,14,Patron+
2216627,7,10,18,17,Patron+
2225207,12,15,19,18,Patron+
2225548,10,3,3,3,Patron+
2235747,8,9,0,11,Patron+
2248156,4,18,10,9,Patron+
2251927,66,8,7,9,Patron+
2255196,30,4,5,6,Patron+
2259492,1,14,15,7,Patron+
2260936,7,13,8,14,Patron+
2263626,18,12,15,14,Patron+
3007029,2,7,5,8,Patron+
3010242,19,7,14,16,Patron+
3020493,13,10,14,10,Patron+
3022216,4,13,3,9,Patron+
3048880,5,3,5,6,Patron+
3051583,11,4,6,10,Patron+
3055225,5,3,0,2,Patron+
2217115,0,14,11,12,Patron+
3026417,5,12,13,10,Patron+
3058788,14,11,12,13,Patron+
2212589,10,5,4,7,Patron+
3064395,17,5,4,12,Patron+
155464,20,13,14,15,Patron+
3052947,0,12,9,4,Patron+
3068469,1,4,6,6,Patron+
3068108,14,8,11,10,Patron+
3070452,13,3,4,11,Patron+
101857,6,20,21,18,Patron+
3071934,3,4,5,6,Patron+
3072020,27,2,9,10,Patron+
13159,6,5,13,12,Patron+
2335,8,10,17,16,Patron+
54896,12,8,8,8,Patron+
252240,13,11,19,20,Patron+
3079744,1,6,4,6,Patron+
3079800,17,1,3,5,Patron+
202837,10,22,22,21,Patron+
3076537,8,6,9,10,Patron+
3062638,17,8,10,12,Patron+
3082442,11,6,4,7,Patron+
3082970,8,6,8,5,Patron+
168354,18,9,15,13,Patron+
3083909,15,4,6,8,Patron+
3084739,6,1,5,6,Patron+
136888,17,18,7,16,Patron+
3070295,8,9,8,8,Patron+
3076401,4,6,9,8,Patron+
3062494,11,10,11,10,Patron+
3088284,4,2,7,5,Patron+
3088506,2,2,0,1,Patron+
3059286,2,10,2,6,Patron+
3017554,9,15,13,13,Patron+
3049591,14,5,6,7,Patron+
198150,10,8,0,6,Patron+
157947,17,7,2,8,Patron+
3018369,9,4,9,10,Patron+
3094101,9,6,6,4,Patron+
243405,8,12,12,11,Patron+
179183,9,11,22,20,Patron+
3094596,1,1,0,1,Patron+
2257617,4,14,12,11,Patron+
3095216,4,2,4,6,Patron+
3098524,5,2,6,3,Patron+
3054007,23,7,4,10,Patron+
3063350,6,3,11,7,Patron+
3098836,7,6,6,7,Patron+
3104199,1,2,1,2,Patron+
185227,9,6,0,3,Patron+
3005163,23,3,14,14,Patron+
2261511,11,7,3,3,Patron+
154010,2,14,22,16,Patron+
3107282,7,2,2,4,Patron+
92879,2,5,13,14,Patron+
3111400,20,5,4,4,Patron+
3111684,1,6,5,5,Patron+
3112365,1,1,0,2,Patron+
3112441,0,1,0,1,Patron+
3113121,2,6,10,9,Patron+
3067885,11,6,7,6,Patron+
108773,5,7,3,11,Patron+
3114058,15,6,4,6,Patron+
3114738,2,3,2,1,Patron+
3110899,1,5,1,1,Patron+
3202969,4,5,0,2,Patron+
230034,3,10,11,12,Patron+
193234,12,16,22,20,Patron+
3204732,8,3,0,2,Patron+
3205125,5,2,1,1,Patron+
4630,6,18,22,18,Patron+
3106798,7,3,7,9,Patron+
3113603,5,5,5,2,Patron+
3205973,12,5,5,5,Patron+
3206217,16,4,3,4,Patron+
3206262,18,4,3,5,Patron+
105879,14,20,22,16,Patron+
3206658,2,3,1,2,Patron+
3207216,9,2,2,4,Patron+
3207333,10,3,5,4,Patron+
3208390,21,3,5,4,Patron+
3208680,15,3,2,4,Patron+
3208788,3,1,2,3,Patron+
3208822,0,1,2,0,Patron+
3208872,10,3,2,4,Patron+
3209761,20,3,3,4,Patron+
3210084,3,1,1,1,Patron+
3086736,3,2,5,5,Patron+
3210341,2,4,1,3,Patron+
3207336,26,4,4,4,Patron+
3205678,10,5,5,5,Patron+
3084692,23,4,5,8,Patron+
3211154,3,4,2,4,Patron+
3205127,12,3,5,5,Patron+
3088704,12,4,7,7,Patron+
3211709,6,2,1,2,Patron+
3071565,5,6,9,8,Patron+
3212697,7,3,3,5,Patron+
91969,4,20,22,16,Patron+
3205707,2,5,5,3,Patron+
3213014,4,4,0,2,Patron+
3213124,2,4,0,1,Patron+
3019214,15,11,4,12,Patron+
3216315,2,3,2,2,Patron+
3216472,2,1,3,2,Patron+
3095224,10,5,7,5,Patron+
3216540,6,2,1,2,Patron+
3217893,17,3,2,7,Patron+
3208568,5,1,1,3,Patron+
3095160,7,2,4,4,Patron+
3005810,1,2,5,5,Patron+
242835,9,9,16,16,Patron+
3218095,0,0,1,1,Patron+
206820,0,8,11,9,Patron+
2213981,1,5,0,4,Patron+
3218362,12,3,4,3,Patron+
3218719,10,3,1,4,Patron+
3206956,14,2,4,4,Patron+
3219149,11,2,4,2,Patron+
3206771,6,1,3,2,Patron+
3205088,2,2,2,1,Patron+
3098759,10,3,7,6,Patron+
3220184,14,3,3,3,Patron+
250883,6,12,21,21,Patron+
3220052,4,3,0,3,Patron+
3208974,7,2,2,4,Patron+
3220563,2,3,2,3,Patron+
3220767,1,1,1,1,Patron+
3113270,1,1,1,2,Patron+
3220938,5,0,3,2,Patron+
3219639,12,3,0,3,Patron+
3209965,19,3,4,5,Patron+
3083304,9,5,7,7,Patron+
3218785,2,2,2,2,Patron+
3073012,6,3,10,10,Patron+
3222131,12,2,3,3,Patron+
3203013,8,5,1,4,Patron+
54821,3,2,2,4,Patron+
3222424,11,3,3,4,Patron+
3222433,9,3,1,2,Patron+
3209684,3,2,1,3,Patron+
3075180,5,9,9,8,Patron+
3222860,1,1,2,1,Patron+
3086824,11,4,0,7,Patron+
3223745,10,3,3,3,Patron+
3211369,9,4,4,4,Patron+
3085700,6,5,5,5,Patron+
3223735,3,3,0,2,Patron+
3210028,13,4,4,5,Patron+
3225429,0,2,2,0,Patron+
3225542,3,1,0,2,Patron+
3225684,3,3,1,2,Patron+
3225996,4,3,1,3,Patron+
3225010,4,2,1,2,Patron+
3224204,10,3,2,4,Patron+
2241186,14,11,13,13,Patron+
3226740,8,3,3,2,Patron+
3226833,0,1,1,0,Patron+
178451,10,21,22,19,Patron+
3226927,2,3,1,2,Patron+
3221300,8,3,3,3,Patron+
3227716,1,2,2,1,Patron+
2239407,14,9,7,12,Patron+
3223094,3,1,2,2,Patron+
3227705,3,2,1,2,Patron+
3218103,8,2,4,3,Patron+
3107049,2,1,0,2,Patron+
3226289,4,3,3,3,Patron+
3231733,6,2,0,3,Patron+
3232223,4,4,5,4,Patron+
3232380,9,2,2,2,Patron+
3216887,2,3,0,2,Patron+
3112236,6,4,0,5,Patron+
3095059,2,2,4,7,Patron+
3234801,1,2,2,1,Patron+
3235332,2,1,1,2,Patron+
3236056,0,2,0,2,Patron+
3110868,15,4,4,4,Patron+
3236587,0,1,0,1,Patron+
142408,12,1,5,7,Patron+
3236869,0,2,0,2,Patron+
3231904,8,2,1,2,Patron+
130055,1,6,8,4,Patron+
3239613,1,1,0,1,Patron+
3240212,2,2,0,1,Patron+
3240773,3,2,2,1,Patron+
3240791,7,2,2,2,Patron+
3237059,2,2,0,2,Patron+
3241628,1,1,0,1,Patron+
3241848,1,1,0,1,Patron+
3241963,5,1,0,1,Patron+
3242158,0,1,2,1,Patron+
3207443,25,4,5,4,Patron+
3242984,9,1,0,2,Patron+
3241698,5,1,2,1,Patron+
3228292,7,2,0,2,Patron+
3250022,1,1,0,1,Patron+
3247371,1,1,0,1,Patron+
198159,8,2,1,4,Patron+
3222612,8,2,0,3,Patron+
