customer_no,Days Since Last Ticket Order,Days Since Last Gift,Days Since Last Activity Date,Contribution_Last_Amount,Contribution_last_year_giving,Days since Last Contribution,Donor_Category
3107230,132,845,111,5,,846,Under-Patron
3107251,289,11,11,100,100,12,Under-Patron
3107267,2123,732,321,100,,733,Under-Patron
3107315,104,46,33,50,50,47,Under-Patron
3107317,881,880,321,5,,881,Under-Patron
3107365,643,580,22,250,,581,Under-Patron
3107376,2119,1469,1089,500,,1470,Under-Patron
3107389,1162,775,321,100,,776,Under-Patron
3107423,2007,11,11,100,100,12,Under-Patron
3107593,1479,236,232,50,50,237,Under-Patron
3107718,1279,1379,376,1,,1380,Under-Patron
3107726,2110,1497,1089,50,,1498,Under-Patron
3107746,269,313,267,45,45,314,Under-Patron
3107935,1001,1045,321,100,,1045,Under-Patron
3107944,184,602,183,1,,603,Under-Patron
3108084,555,50,22,150,150,51,Under-Patron
3108129,1281,1324,726,50,,1325,Under-Patron
3108135,901,900,321,19.1,,901,Under-Patron
3108187,301,1476,281,50,,1477,Under-Patron
3108259,51,50,35,15,15,51,Under-Patron
3108276,560,799,321,50,,800,Under-Patron
3108686,2098,1492,1089,100,,1493,Under-Patron
3108736,2097,207,22,500,500,208,Under-Patron
3108748,1442,259,21,600,1200,22,Under-Patron
3108786,2095,1511,1089,250,,1512,Under-Patron
3108826,928,932,321,10,,933,Under-Patron
3108935,2092,1512,666,250,,1513,Under-Patron
3109216,519,518,321,15,,519,Under-Patron
3109234,212,736,81,55.7,,737,Under-Patron
3110181,971,1358,686,200,,1359,Under-Patron
3110301,2069,1471,1089,25,,1472,Under-Patron
3110327,2069,1357,726,50,,1358,Under-Patron
3110383,1066,1065,321,6,,1066,Under-Patron
3110390,2067,45868,1089,50,,1517,Under-Patron
3110404,2067,1496,1089,100,,1497,Under-Patron
3110523,2064,1518,1089,100,,1519,Under-Patron
3110532,568,567,321,5,,568,Under-Patron
3110573,1001,253,235,50,50,254,Under-Patron
3110621,1275,581,235,50,,582,Under-Patron
3110691,1532,1509,376,50,,1510,Under-Patron
3110888,2057,1460,1089,50,,1461,Under-Patron
3110899,684,616,7,10000,,617,Under-Patron
3110909,1525,1525,376,50,,1526,Under-Patron
3111047,2053,1476,1089,25,,1477,Under-Patron
3111085,45868,45868,393,1000,,1447,Under-Patron
3111129,1442,623,321,15,,624,Under-Patron
3111210,487,27,21,25,25,27,Under-Patron
3111231,1440,1439,376,25,,1440,Under-Patron
3111400,329,36,7,2500,4200,37,Under-Patron
3111411,850,1443,376,30.8,,1444,Under-Patron
3111453,2014,1457,1089,50,,1460,Under-Patron
3111513,2031,1334,726,100,,1335,Under-Patron
3111534,182,923,35,100,,923,Under-Patron
3111630,161,735,161,100,,736,Under-Patron
3111734,175,1352,165,50,,1353,Under-Patron
3111743,918,211,22,250,250,212,Under-Patron
3111752,578,575,235,5,,579,Under-Patron
3111766,2024,1320,726,5,,1321,Under-Patron
3111849,2023,1476,1089,50,,1477,Under-Patron
3111882,2022,1117,700,50,,1118,Under-Patron
3111947,2020,763,321,100,,764,Under-Patron
3111968,90,89,4,100,115,90,Under-Patron
3112024,1277,1338,635,250,,1339,Under-Patron
3112073,2017,1302,700,200,,1303,Under-Patron
3112078,45868,1600,1089,50,,1601,Under-Patron
3112102,195,194,138,1,1,195,Under-Patron
3112236,307,182,9,5000,5000,183,Under-Patron
3112260,45868,1818,1089,435,,1819,Under-Patron
3112315,124,123,22,10,110,124,Under-Patron
3112416,411,411,36,16,,411,Under-Patron
3112475,719,718,321,8,,719,Under-Patron
3112541,925,1278,321,50,,1087,Under-Patron
3112595,462,461,158,10,,462,Under-Patron
3112752,297,294,158,15,15,295,Under-Patron
3112765,2003,1925,22,250,,719,Under-Patron
3112847,2002,1309,726,250,,1310,Under-Patron
3112872,223,1033,223,5,,1034,Under-Patron
3112893,1379,642,321,50,,742,Under-Patron
3112931,2001,1349,726,100,,1350,Under-Patron
3112952,2000,1737,1089,25,,1738,Under-Patron
3113027,931,930,321,10,,931,Under-Patron
3113031,1999,1594,1089,50,,1595,Under-Patron
3113098,1997,1324,726,75,,1325,Under-Patron
3113101,1995,1476,1089,50,,1477,Under-Patron
3113114,1997,1295,726,40,,1295,Under-Patron
3113177,199,197,138,10,10,198,Under-Patron
3113251,1995,1511,1089,100,,1512,Under-Patron
3113272,1994,1616,1089,50,,1617,Under-Patron
3113283,316,1191,316,40,,1192,Under-Patron
3113324,1441,1358,726,50,,1359,Under-Patron
3113348,1180,603,235,15,,604,Under-Patron
3113446,1990,307,307,30,30,308,Under-Patron
3113496,561,711,321,13,,712,Under-Patron
3113603,69,67,9,5000,5000,68,Under-Patron
3113606,1502,1502,376,60,,1503,Under-Patron
3113708,1441,1061,321,50,,1062,Under-Patron
3113747,1976,1471,1089,50,,1472,Under-Patron
3113768,1974,411,235,15,,412,Under-Patron
3113770,1975,1471,1089,250,,1472,Under-Patron
3113895,553,90,90,1000,1000,91,Under-Patron
3113923,216,34,7,100,100,35,Under-Patron
3114058,82,11,0,800,5800,12,Under-Patron
3114088,476,63,22,1000,1000,64,Under-Patron
3114101,124,1076,124,15,,1077,Under-Patron
3114122,1897,1506,1089,50,,1507,Under-Patron
3114130,719,203,138,25,25,204,Under-Patron
3114696,1442,43,43,75,75,44,Under-Patron
3114714,86,1331,85,250,,1332,Under-Patron
3114738,705,916,291,1120.88,,916,Under-Patron
3114766,1502,1505,1089,50,,1506,Under-Patron
3114785,79,753,22,250,,629,Under-Patron
3114827,45868,1804,1089,25,,1805,Under-Patron
3200733,45868,1793,1089,200,,1794,Under-Patron
3200752,851,1517,376,50,,1518,Under-Patron
3200832,112,617,22,125,,618,Under-Patron
3200852,45868,1317,726,75,,1318,Under-Patron
3200922,45868,1511,1089,50,,1512,Under-Patron
3201156,2737,1510,1089,250,,1511,Under-Patron
3201185,45868,336,22,100,100,337,Under-Patron
3201228,45868,1519,1089,50,,1520,Under-Patron
3201245,45868,1434,726,5,,1434,Under-Patron
3201264,45868,1516,1089,200,,1517,Under-Patron
3201283,45868,1525,1089,50,,1526,Under-Patron
3201335,45868,1519,1089,100,,1520,Under-Patron
3201351,630,49,48,50,50,50,Under-Patron
3201357,45868,785,321,100,,786,Under-Patron
3201373,45868,1296,700,20,,1297,Under-Patron
3201377,45868,746,321,50,,747,Under-Patron
3201479,45868,1331,726,25,,1339,Under-Patron
3201536,45868,1665,1089,42.14,,1666,Under-Patron
3201574,45868,1476,1089,100,,1477,Under-Patron
3201600,45868,1497,1036,250,,1498,Under-Patron
3201674,45868,1358,726,50,,1359,Under-Patron
3201710,5935,1737,1089,25,,1738,Under-Patron
3201741,45868,1518,1089,100,,1519,Under-Patron
3201757,45868,1737,1089,15,,1738,Under-Patron
3201898,2093,1502,1089,100,,1503,Under-Patron
3201903,45868,1511,1089,50,,1512,Under-Patron
3201924,45868,581,22,250,,582,Under-Patron
3201953,45868,57,22,150,150,58,Under-Patron
3202078,806,805,259,75,,806,Under-Patron
3202086,3098,736,321,100,,737,Under-Patron
3202109,45868,1713,1089,75,,1714,Under-Patron
3202110,45868,1504,1089,15,,1505,Under-Patron
3202154,45868,1523,1089,10,,1524,Under-Patron
3202341,45868,1702,1089,50,,1703,Under-Patron
3202429,45868,1352,726,250,,1353,Under-Patron
3202531,45868,1516,1089,50,,1517,Under-Patron
3202581,43,28,-1,25,25,29,Under-Patron
3202583,45868,1694,1089,125,,1695,Under-Patron
3202746,45868,746,321,100,,747,Under-Patron
3202771,639,1337,639,50,,1338,Under-Patron
3202780,45868,1511,1089,25,,1512,Under-Patron
3202832,45868,1506,1089,40,,1507,Under-Patron
3202875,45868,1673,1089,100,,1674,Under-Patron
3202878,45868,1673,1089,100,,1674,Under-Patron
3202893,45868,1673,1089,100,,1674,Under-Patron
3202919,45868,1673,1089,100,,1674,Under-Patron
3202937,45868,1673,1089,50,,1674,Under-Patron
3202950,45868,1673,1089,5,,1674,Under-Patron
3202954,45868,945,359,100,,945,Under-Patron
3202969,252,85,22,2500,2512.5,86,Under-Patron
3202970,45868,1672,1071,1000,,1673,Under-Patron
3202976,45868,45868,1089,500,,1673,Under-Patron
3203000,45868,1671,1089,100,,1672,Under-Patron
3203001,2470,208,22,100,100,211,Under-Patron
3203018,45868,1667,1089,50,,1668,Under-Patron
3203173,630,629,321,12.2,,630,Under-Patron
3203178,45868,1509,1089,100,,1510,Under-Patron
3203183,111,201,35,10,10,202,Under-Patron
3203191,45868,1344,726,100,,1345,Under-Patron
3203229,45868,1646,1089,25,,1647,Under-Patron
3203288,1395,1498,1089,50,,1499,Under-Patron
3203409,457,456,158,16,,457,Under-Patron
3203442,45868,1643,1089,500,,1644,Under-Patron
3203443,45868,1643,1089,250,,1644,Under-Patron
3203464,45868,1639,1089,36,,1640,Under-Patron
3203469,45868,1639,700,200,,1095,Under-Patron
3203472,45868,237,232,25,25,238,Under-Patron
3203482,45868,1636,1089,50,,1637,Under-Patron
3203503,45868,1632,1089,25,,1633,Under-Patron
3203528,45868,1629,1089,100,,1630,Under-Patron
3203556,45868,1309,726,100,,1310,Under-Patron
3203557,45868,785,321,50,,786,Under-Patron
3203574,45868,1504,1089,50,,1505,Under-Patron
3203631,45868,1618,1089,100,,1619,Under-Patron
3203694,45868,45868,685,250,,1321,Under-Patron
3203795,45868,1616,1089,36,,1617,Under-Patron
3203895,45868,1491,1089,100,,1492,Under-Patron
3203930,45868,1607,1089,3.75,,1608,Under-Patron
3203978,45868,1460,545,250,,1461,Under-Patron
3204045,45868,1597,1089,50,,1598,Under-Patron
3204212,132,811,22,977.45,977.45,258,Under-Patron
3204307,45868,1471,1089,50,,1472,Under-Patron
3204368,45868,1516,1089,100,,1517,Under-Patron
3204605,93,666,22,1000,,667,Under-Patron
3204609,45868,817,321,50,,818,Under-Patron
3204803,45868,1569,1089,25,,1570,Under-Patron
3205071,45868,400,22,300,,401,Under-Patron
3205089,8,7,7,50,50,8,Under-Patron
3205107,1374,1539,376,50,,1505,Under-Patron
3205140,726,718,22,200,,719,Under-Patron
3205273,119,1352,78,75,,1353,Under-Patron
3205296,239,20,20,100,100,21,Under-Patron
3205307,1532,1519,376,47.45,,1532,Under-Patron
3205336,1530,1530,685,260.9,,1531,Under-Patron
3205348,84,8,8,50,50,9,Under-Patron
3205369,1527,1525,376,50,,1526,Under-Patron
3205375,635,1510,376,50,,1511,Under-Patron
3205381,2091,1525,1089,50,,1526,Under-Patron
3205382,1526,545,12,10,,546,Under-Patron
3205388,1390,1525,599,50,,1526,Under-Patron
3205456,69,188,7,2000,2000,189,Under-Patron
3205578,957,1519,957,10,,1520,Under-Patron
3205588,45868,46,22,600,600,47,Under-Patron
3205601,27,1303,27,50,,1304,Under-Patron
3205626,178,1141,178,50,,1142,Under-Patron
3205644,1082,1082,321,50,,1083,Under-Patron
3205650,826,652,603,250,,1519,Under-Patron
3205685,45868,1511,1089,30,,1512,Under-Patron
3205691,45868,1351,726,250,,1352,Under-Patron
3205695,166,1511,166,100,,1512,Under-Patron
3205699,45868,728,321,100,,730,Under-Patron
3205709,1513,1511,599,50,,1512,Under-Patron
3205710,188,510,188,15,,511,Under-Patron
3205711,2108,1510,1089,50,,1511,Under-Patron
3205712,1979,1510,1089,50,,1511,Under-Patron
3205714,2106,1510,1089,50,,1511,Under-Patron
3205720,45868,1510,1089,75,,1511,Under-Patron
3205748,252,687,144,10,,688,Under-Patron
3205749,103,1509,35,100,,1510,Under-Patron
3205759,767,761,20,100,,762,Under-Patron
3205761,45868,45868,1089,50,,1510,Under-Patron
3205776,1153,1506,376,72,,1507,Under-Patron
3205815,45868,1504,1089,150,,1505,Under-Patron
3205818,62,48,35,50,50,49,Under-Patron
3205823,833,1357,686,50,,1358,Under-Patron
3205827,1443,1442,412,40,,1443,Under-Patron
3205828,974,1308,497,2265,,1308,Under-Patron
3205832,958,967,359,100,,968,Under-Patron
3205846,72,228,22,100,100,229,Under-Patron
3205857,2017,1498,1089,250,,1499,Under-Patron
3205858,1414,1344,686,1000,,1344,Under-Patron
3205864,45868,1497,1089,1,,1498,Under-Patron
3205866,45868,302,22,250,250,303,Under-Patron
3205908,300,1303,35,500,,1304,Under-Patron
3205933,45868,208,138,75,75,211,Under-Patron
3205940,45868,1477,1089,100,,1478,Under-Patron
3205944,1190,1110,726,30.75,,1111,Under-Patron
3205951,834,1477,439,50,,1478,Under-Patron
3205959,1482,1477,376,78.6,,1478,Under-Patron
3205966,116,1404,116,10,,1405,Under-Patron
3205993,92,90,90,19.5,19.5,91,Under-Patron
3205996,1099,1321,376,50,,1322,Under-Patron
3206030,45868,1471,1089,43.56,,1472,Under-Patron
3206044,447,1470,207,100,,1471,Under-Patron
3206080,121,120,22,500,600,120,Under-Patron
3206084,1465,1464,683,33.7,,1465,Under-Patron
3206090,1212,1344,376,50,,1345,Under-Patron
3206114,1461,1460,376,100,,1461,Under-Patron
3206124,564,1460,550,50,,1461,Under-Patron
3206125,582,575,22,120,,604,Under-Patron
3206126,2787,1331,1089,100,,1460,Under-Patron
3206127,598,596,235,15,,597,Under-Patron
3206129,924,57,57,50,50,58,Under-Patron
3206130,1180,1398,376,9,,1399,Under-Patron
3206168,2053,1450,726,100,,1451,Under-Patron
3206203,1179,1447,376,10,,1448,Under-Patron
3206204,316,315,315,12.5,12.5,316,Under-Patron
3206217,321,208,7,5000,5000,211,Under-Patron
3206220,435,1443,35,57.2,,1444,Under-Patron
3206227,914,1257,603,,,1258,Under-Patron
3206240,1442,1441,726,3,,1442,Under-Patron
3206248,155,454,32,96,,455,Under-Patron
3206259,1442,1441,726,26,,1442,Under-Patron
3206274,1442,1441,726,30,,1442,Under-Patron
3206276,1442,1441,726,3,,1442,Under-Patron
3206278,1442,1154,700,250,,1155,Under-Patron
3206281,1442,1441,726,9,,1442,Under-Patron
3206283,86,347,7,97.5,197.5,364,Under-Patron
3206296,1441,1331,726,10,,1442,Under-Patron
3206308,1098,1152,632,100,,1153,Under-Patron
3206318,1442,1441,726,50,,1442,Under-Patron
3206325,1441,1441,726,10,,1442,Under-Patron
3206330,309,309,309,25,25,310,Under-Patron
3206348,91,575,22,100,,578,Under-Patron
3206357,1441,1440,726,20,,1441,Under-Patron
3206366,507,505,235,1,,506,Under-Patron
3206373,188,288,35,1,1,289,Under-Patron
3206377,720,1082,321,20.5,,1083,Under-Patron
3206389,1441,1440,726,35,,1441,Under-Patron
3206410,1085,1084,321,31.5,,1085,Under-Patron
3206413,1440,1439,726,34.5,,1440,Under-Patron
3206416,1083,258,22,100,100,259,Under-Patron
3206424,1440,1439,726,32.5,,1440,Under-Patron
3206425,1440,1439,726,210,,1440,Under-Patron
3206427,1440,1439,726,10,,1440,Under-Patron
3206447,1222,1436,376,20,,1437,Under-Patron
3206485,1008,1007,321,9,,1008,Under-Patron
3206553,821,834,321,14.75,,835,Under-Patron
3206601,574,1303,376,100,,1304,Under-Patron
3206603,84,456,7,18,,457,Under-Patron
3206630,1428,950,359,250,,951,Under-Patron
3206631,1000,1245,376,3.5,,1246,Under-Patron
3206632,326,323,60,70,70,324,Under-Patron
3206641,1148,967,359,25,,968,Under-Patron
3206663,1058,1037,321,30,,1038,Under-Patron
3206696,45868,1421,726,25,,1422,Under-Patron
3206709,1030,1351,376,50,,1352,Under-Patron
3206715,1227,1226,700,10,,1227,Under-Patron
3206720,178,175,138,10,10,176,Under-Patron
3206724,262,260,260,15,15,261,Under-Patron
3206771,707,1035,0,2500,,1036,Under-Patron
3206791,358,357,22,100,100,358,Under-Patron
3206795,1420,45868,22,150,300,92,Under-Patron
3206801,187,932,35,18.7,,932,Under-Patron
3206807,45868,1419,726,25,,1419,Under-Patron
3206814,1419,1344,726,50,,1345,Under-Patron
3206819,29,826,29,106,,827,Under-Patron
3206828,358,1419,144,15,,1419,Under-Patron
3206836,180,973,180,250,,974,Under-Patron
3206847,902,954,359,50,,954,Under-Patron
3206877,784,232,232,20,20,233,Under-Patron
3206884,170,1008,170,35,,1009,Under-Patron
3206902,842,841,321,146,,842,Under-Patron
3206905,94,547,22,100,,548,Under-Patron
3206916,1414,1412,726,20,,1413,Under-Patron
3206957,56,54,1,1500,1500,55,Under-Patron
3206964,1412,1412,726,3,,1412,Under-Patron
3206994,122,1072,122,20,,1073,Under-Patron
3207002,1411,1251,700,100,,1252,Under-Patron
3207013,495,491,35,70,,492,Under-Patron
3207016,1036,1036,359,30,,1037,Under-Patron
3207023,1409,1072,321,100,,1073,Under-Patron
3207025,1409,1008,321,150,,1008,Under-Patron
3207031,1269,1408,635,200,,1409,Under-Patron
3207035,922,922,321,9,,923,Under-Patron
3207094,1406,1338,376,50,,1339,Under-Patron
3207098,102,11,11,50,50,12,Under-Patron
3207105,103,11,11,50,50,12,Under-Patron
3207158,83,96,22,50,150,96,Under-Patron
3207195,186,236,35,25,25,237,Under-Patron
3207216,708,914,321,2500,,915,Under-Patron
3207220,75,805,30,50,,806,Under-Patron
3207223,1401,1400,726,15,,1401,Under-Patron
3207231,918,1042,393,1500,,1043,Under-Patron
3207241,942,925,321,50,,926,Under-Patron
3207254,938,1009,321,100,,1010,Under-Patron
3207270,989,1331,376,20,,1332,Under-Patron
3207294,558,1090,321,10,,1091,Under-Patron
3207333,132,71,0,400,400,72,Under-Patron
3207353,547,545,321,5,,546,Under-Patron
3207355,1397,1331,726,20,,1395,Under-Patron
3207356,1098,363,22,100,100,364,Under-Patron
3207362,546,1008,321,7,,1009,Under-Patron
3207438,1394,1394,726,5,,1395,Under-Patron
3207443,37,116,0,1000,3150,117,Under-Patron
3207448,45,512,45,3,,513,Under-Patron
3207449,353,351,81,15,15,352,Under-Patron
3207471,1394,1099,700,100,,1100,Under-Patron
3207484,1393,656,635,50,,1133,Under-Patron
3207501,290,288,35,25,25,289,Under-Patron
3207506,1393,1393,726,10,,1393,Under-Patron
3208290,1392,727,321,10,,728,Under-Patron
3208298,82,1002,82,3,,1003,Under-Patron
3208305,104,103,103,10,10,104,Under-Patron
3208327,1392,55,2,150,150,56,Under-Patron
3208349,45868,1391,726,25,,1391,Under-Patron
3208359,100,929,7,15,,929,Under-Patron
3208362,110,1391,110,5,,1391,Under-Patron
3208390,125,270,7,5000,5000,271,Under-Patron
3208407,833,659,321,150,,1000,Under-Patron
3208429,1389,1387,726,10,,1388,Under-Patron
3208473,1387,1331,376,50,,1388,Under-Patron
3208474,45868,1387,726,500,,1388,Under-Patron
3208517,480,477,158,5,,478,Under-Patron
3208553,162,161,138,10,10,162,Under-Patron
3208554,86,601,7,10,,602,Under-Patron
3208637,172,169,138,10,10,170,Under-Patron
3208669,1050,1049,321,10,,1050,Under-Patron
3208680,46,306,7,14357,14357,310,Under-Patron
3208693,1015,1015,321,3,,1016,Under-Patron
3208703,45868,1381,726,25,,1381,Under-Patron
3208708,1381,1381,726,10,,1381,Under-Patron
3208729,212,587,35,25,,587,Under-Patron
3208749,715,698,321,5,,699,Under-Patron
3208817,1085,1084,321,35.8,,1085,Under-Patron
3208831,565,564,321,13,,565,Under-Patron
3208836,1379,1378,726,50,,1379,Under-Patron
3208843,457,854,58,50,,855,Under-Patron
3208863,1378,1378,726,5,,1378,Under-Patron
3208911,687,1376,7,1000,,1377,Under-Patron
3208912,1377,1376,726,12,,1377,Under-Patron
3208960,496,718,22,100,,719,Under-Patron
3208974,307,641,4,2500,,642,Under-Patron
3208992,549,845,321,7.85,,846,Under-Patron
3208999,958,957,359,11.45,,958,Under-Patron
3209018,99,1224,98,25,,1225,Under-Patron
3209032,763,827,321,4,,828,Under-Patron
3209039,1179,1176,376,500,,1177,Under-Patron
3209063,485,998,321,5.75,,999,Under-Patron
3209069,111,411,111,25,,412,Under-Patron
3209091,249,1084,249,100,,1085,Under-Patron
3209101,1083,980,226,50,,981,Under-Patron
3209103,70,18,7,5000,5000,19,Under-Patron
3209135,1071,1373,726,15,,1373,Under-Patron
3209174,1297,1008,321,100,,1009,Under-Patron
3209208,646,644,321,18.8,,645,Under-Patron
3209233,132,131,9,500,750,132,Under-Patron
3209238,1372,1371,726,5,,1372,Under-Patron
3209263,295,557,271,30,,558,Under-Patron
3209267,634,8,8,50,50,9,Under-Patron
3209302,1371,1370,726,5,,1371,Under-Patron
3209307,666,63,56,25,25,64,Under-Patron
3209314,624,991,35,37,,992,Under-Patron
3209321,1302,1302,726,10,,1303,Under-Patron
3209389,1370,1366,726,20,,1367,Under-Patron
3209390,327,211,22,100,111.5,212,Under-Patron
3209415,457,400,22,375,,401,Under-Patron
3209420,465,827,7,100,,828,Under-Patron
3209425,1066,1366,355,1,,1367,Under-Patron
3209459,268,267,267,19,19,268,Under-Patron
3209562,910,57,57,25,25,58,Under-Patron
3209657,1365,1128,700,50,,1129,Under-Patron
3209674,1051,1050,359,5.5,,1051,Under-Patron
3209676,546,545,321,4,,546,Under-Patron
3209700,1364,1364,726,5,,1365,Under-Patron
3209748,1306,1302,726,5,,1303,Under-Patron
3209759,86,85,85,2,2,86,Under-Patron
3209761,92,294,0,2500,2500,295,Under-Patron
3209903,798,797,321,14.1,,798,Under-Patron
3209969,540,539,321,1,,540,Under-Patron
3210000,557,554,321,10,,555,Under-Patron
3210017,559,57,7,65,65,58,Under-Patron
3210019,2158,785,321,50,,786,Under-Patron
3210026,1246,1244,684,120,,1245,Under-Patron
3210028,111,147,9,5000,5000,148,Under-Patron
3210114,904,904,321,10,,905,Under-Patron
3210124,84,1337,84,10,,1338,Under-Patron
3210139,1190,1350,355,5,,1351,Under-Patron
3210161,1273,1192,376,30,,1673,Under-Patron
3210223,1344,1344,726,20,,1344,Under-Patron
3210238,915,914,321,10,,915,Under-Patron
3210256,712,728,321,50,,730,Under-Patron
3210281,198,561,198,10,,562,Under-Patron
3210328,943,1336,677,50,,1337,Under-Patron
3210341,64,43,7,10000,11000,44,Under-Patron
3210355,45868,1336,726,5,,1336,Under-Patron
3210399,103,477,103,14.88,,478,Under-Patron
3210408,1050,1331,726,25,,1332,Under-Patron
3210434,1063,1071,321,15.75,,1072,Under-Patron
3210435,45868,1331,726,100,,1332,Under-Patron
3210442,376,1331,153,20,,1332,Under-Patron
3210448,659,1148,140,50,,1149,Under-Patron
3210456,1084,1083,321,100,,1084,Under-Patron
3210472,2850,1330,726,50,,1331,Under-Patron
3210480,2081,1330,726,100,,1331,Under-Patron
3210490,45868,1329,726,30,,1330,Under-Patron
3210494,1330,1329,726,2,,1330,Under-Patron
3210496,112,635,34,2,,943,Under-Patron
3210515,151,201,22,100,100,202,Under-Patron
3210796,831,1324,355,20,,1325,Under-Patron
3210889,1323,1322,726,20,,1323,Under-Patron
3210929,185,56,47,50,50,57,Under-Patron
3210933,45868,1322,726,50,,1323,Under-Patron
3210935,94,869,94,2.5,,870,Under-Patron
3210965,121,134,7,10,1010,135,Under-Patron
3210966,45868,1322,726,50,,1323,Under-Patron
3211005,412,1321,14,5,,1322,Under-Patron
3211017,45868,223,22,100,100,224,Under-Patron
3211136,631,631,321,5,,632,Under-Patron
3211143,218,945,218,14,,946,Under-Patron
3211159,534,935,321,10,,936,Under-Patron
3211216,1314,1310,726,1,,1311,Under-Patron
3211247,1311,1310,726,50,,1311,Under-Patron
3211260,1311,351,321,20,20,352,Under-Patron
3211267,1228,1226,700,5,,1227,Under-Patron
3211292,1210,1308,376,50,,1309,Under-Patron
3211302,45868,1308,726,25,,1309,Under-Patron
3211303,204,1307,204,20,,1308,Under-Patron
3211315,596,208,138,30,30,211,Under-Patron
